date,currency,price,volume,market_cap
2024-04-15,Litecoin,4989.67,35720470,178233383317
2024-04-15,Ripple,3835.96,40791160,156473452601
2024-04-15,Dash,2399.43,63123041,151459325121
2024-04-16,Bitcoin,43683.87,98424263,4299552566201
2024-04-16,Ethereum,3841.39,42358911,162717109046
2024-04-16,Litecoin,2106.84,74020648,155949874592
2024-04-16,Ripple,1193.96,11936937,14252247636
2024-04-16,Dash,1773.18,29436660,52196359500
2024-04-17,Bitcoin,14815.48,24127167,357455478338
2024-04-17,Ethereum,210.56,2769520,583154850
2024-04-17,Litecoin,4938.61,43349540,214086610621
2024-04-17,Ripple,1921.69,68285081,131223085264
2024-04-17,Dash,1091.35,95046157,103728396886
2024-04-18,Bitcoin,39317.27,9851689,387341545923
2024-04-18,Ethereum,2087.96,88032712,183808968988
2024-04-18,Litecoin,4723.67,47272750,223300662976
2024-04-18,Ripple,3067.1,17536361,53785694716
2024-04-18,Dash,4955.84,23935498,118620596647
2024-04-19,Bitcoin,47136.59,65315018,3078727525684
2024-04-19,Ethereum,3038.72,51756163,157272652044
2024-04-19,Litecoin,1153.43,18476275,21311016007
2024-04-19,Ripple,1102.51,19457388,21451945270
2024-04-19,Dash,3897.94,35662401,139010055268
2024-04-20,Bitcoin,2892.23,96941160,280375942671
2024-04-20,Ethereum,4418.94,92847476,410287522896
2024-04-20,Litecoin,4974.54,18215630,90614371555
2024-04-20,Ripple,1981.27,76065609,150706545106
2024-04-20,Dash,3480.13,16235695,56502384926
2024-04-21,Bitcoin,40791.67,23219617,947167046704
2024-04-21,Ethereum,1119.17,54160468,60614537518
2024-04-21,Litecoin,2964.74,58428535,173225435814
2024-04-21,Ripple,457.53,87868625,40202096202
2024-04-21,Dash,1328.07,13821977,18356603760
2024-04-22,Bitcoin,44437.42,95609498,4248638966342
2024-04-22,Ethereum,4310.65,81142091,349775308309
2024-04-22,Litecoin,3276.24,55534880,181945837424
2024-04-22,Ripple,435.03,41436868,18026077723
2024-04-22,Dash,1863.51,26715625,49784708454
2024-04-23,Bitcoin,36171.03,50091698,1811868470318
2024-04-23,Ethereum,405.32,22798137,9240608709
2024-04-23,Litecoin,3416.33,8536955,29165017300
2024-04-23,Ripple,4256.05,50019506,212885491720
2024-04-23,Dash,2402.98,59648371,143334129761
2024-04-24,Bitcoin,41234.07,35433112,1461051255482
2024-04-24,Ethereum,3390.11,57007464,193261744067
2024-04-24,Litecoin,1335.21,87984369,117478017817
2024-04-24,Ripple,3987.15,66186732,263896451210
2024-04-24,Dash,4252.92,86862126,369417984062
2024-04-25,Bitcoin,35418.18,83864320,2970321396138
2024-04-25,Ethereum,3487.39,68333936,238306919824
2024-04-25,Litecoin,3093.1,75518947,233587280610
2024-04-25,Ripple,793.11,88206205,69957193910
2024-04-25,Dash,4359.23,3895481,16981299499
2024-04-26,Bitcoin,41290.85,13758117,568084408425
2024-04-26,Ethereum,1675.66,74607317,125016554087
2024-04-26,Litecoin,803.88,81978735,65901344880
2024-04-26,Ripple,4160.69,51239306,213190747532
2024-04-26,Dash,32.03,29416775,942181656
2024-04-27,Bitcoin,30846.38,98137432,3027184922858
2024-04-27,Ethereum,3159.1,26720555,84413022807
2024-04-27,Litecoin,3170.07,54458553,172637157781
2024-04-27,Ripple,3899.25,11591083,45196519646
2024-04-27,Dash,3805.16,54585391,207706333638
2024-04-28,Bitcoin,48149.6,34845344,1677789532223
2024-04-28,Ethereum,3163.15,93270782,295029121388
2024-04-28,Litecoin,512.64,93785620,48078109268
2024-04-28,Ripple,3439.46,7715869,26538420913
2024-04-28,Dash,1504.89,71109037,107011117532
2024-04-29,Bitcoin,3367.62,58634876,197460175370
2024-04-29,Ethereum,1729.48,62470636,108041759505
2024-04-29,Litecoin,228.81,87282144,19970642835
2024-04-29,Ripple,4867.45,96918908,471747694565
2024-04-29,Dash,3748.28,13878538,52020703764
2024-04-30,Bitcoin,37913.18,3434105,130197844379
2024-04-30,Ethereum,110.72,33037412,3657755051
2024-04-30,Litecoin,2443.27,77270334,188792064805
2024-04-30,Ripple,3416.51,45144368,154236119179
2024-04-30,Dash,1368.21,99715326,136431103545
2024-05-01,Bitcoin,21309.12,45687315,973556600450
2024-05-01,Ethereum,818.2,79686145,65199422731
2024-05-01,Litecoin,3468.44,22856192,79275369665
2024-05-01,Ripple,412.0,68369431,28167999739
2024-05-01,Dash,3272.59,28052693,91804980551
2024-05-02,Bitcoin,47543.18,15954731,758538709678
2024-05-02,Ethereum,2161.73,94417976,204106244333
2024-05-02,Litecoin,2098.69,64214069,134765720238
2024-05-02,Ripple,1988.03,28147305,55957749603
2024-05-02,Dash,4919.89,41524067,204293833589
2024-05-03,Bitcoin,44704.97,23765506,1062436250410
2024-05-03,Ethereum,1065.6,4082274,4350080414
2024-05-03,Litecoin,3258.37,37484108,122137054101
2024-05-03,Ripple,4321.8,47847781,206788769208
2024-05-03,Dash,4840.97,19367026,93755198321
2024-05-04,Bitcoin,43431.17,77883088,3382553773158
2024-05-04,Ethereum,3854.63,84633540,326231161042
2024-05-04,Litecoin,3805.14,62995812,239708126150
2024-05-04,Ripple,656.31,4220092,2769693763
2024-05-04,Dash,4604.25,62048381,285686082281
2024-05-05,Bitcoin,39826.88,48670713,1938402876437
2024-05-05,Ethereum,586.63,13393393,7856955859
2024-05-05,Litecoin,3427.86,43600284,149455575675
2024-05-05,Ripple,1002.7,49667860,49802141212
2024-05-05,Dash,321.14,58615169,18823573577
2024-05-06,Bitcoin,13449.74,79958351,1075419296937
2024-05-06,Ethereum,1551.88,46066795,71490080255
2024-05-06,Litecoin,58.2,8172242,475637043
2024-05-06,Ripple,1962.53,48513945,95210000583
2024-05-06,Dash,3000.14,29874595,89628050133
2024-05-07,Bitcoin,34749.12,86152117,2993710677298
2024-05-07,Ethereum,3899.28,4922264,19193269470
2024-05-07,Litecoin,2402.59,11388088,27360867794
2024-05-07,Ripple,1210.3,98679597,119432002252
2024-05-07,Dash,712.56,50389927,35906021118
2024-05-08,Bitcoin,30907.82,70544032,2180362591412
2024-05-08,Ethereum,2798.29,1967314,5505109786
2024-05-08,Litecoin,1632.37,52253453,85297172108
2024-05-08,Ripple,439.42,35712066,15692728584
2024-05-08,Dash,166.11,8779271,1458344264
2024-05-09,Bitcoin,19846.22,14138860,280602977389
2024-05-09,Ethereum,2837.75,69257032,196533968373
2024-05-09,Litecoin,4002.95,20814874,83320972138
2024-05-09,Ripple,837.5,11352216,9507437504
2024-05-09,Dash,3182.19,70941097,225747879289
2024-05-10,Bitcoin,1579.4,93685012,147966491035
2024-05-10,Ethereum,259.95,54588337,14190304913
2024-05-10,Litecoin,3545.33,87225943,309244900902
2024-05-10,Ripple,3570.46,80371080,286961988461
2024-05-10,Dash,1697.32,81667686,138615953686
2024-05-11,Bitcoin,4005.83,89586849,358870073047
2024-05-11,Ethereum,2738.01,81912479,224276951464
2024-05-11,Litecoin,2261.65,64714192,146360605428
2024-05-11,Ripple,2632.06,73427363,193265272933
2024-05-11,Dash,408.24,6974856,2847427528
2024-05-12,Bitcoin,12355.24,16794923,207505257989
2024-05-12,Ethereum,4358.93,22702185,98957249026
2024-05-12,Litecoin,4879.33,34352683,167618033709
2024-05-12,Ripple,910.67,79180152,72107097422
2024-05-12,Dash,3293.57,50321376,165737125421
2024-05-13,Bitcoin,27768.22,72200976,2004892732304
2024-05-13,Ethereum,1142.35,99637058,113820478657
2024-05-13,Litecoin,4873.97,65382243,318670981567
2024-05-13,Ripple,997.79,68342596,68191716079
2024-05-13,Dash,361.08,4034598,1456832011
2024-05-14,Bitcoin,12884.22,46799673,602977216377
2024-05-14,Ethereum,4341.38,72989738,316875874483
2024-05-14,Litecoin,3713.56,43123840,160142895894
2024-05-14,Ripple,1729.74,37732838,65268012331
2024-05-14,Dash,4938.25,4970810,24547097531
2024-05-15,Bitcoin,43351.59,58288865,2526914885920
2024-05-15,Ethereum,2193.13,72800508,159661214412
2024-05-15,Litecoin,2433.4,87468901,212846476290
2024-05-15,Ripple,4503.52,42750372,192527122162
2024-05-15,Dash,1384.21,59642683,82558075324
2024-05-16,Bitcoin,45618.18,21855557,997010633619
2024-05-16,Ethereum,3114.87,63524462,197870479752
2024-05-16,Litecoin,3665.59,14025201,51410661158
2024-05-16,Ripple,3579.15,90994220,325682255792
2024-05-16,Dash,898.5,24516789,22028275639
2024-05-17,Bitcoin,48569.76,18916718,918780422596
2024-05-17,Ethereum,4271.94,49735508,212467106551
2024-05-17,Litecoin,1236.23,87204240,107804554482
2024-05-17,Ripple,2226.58,51966918,115708591023
2024-05-17,Dash,1796.23,59702134,107238819824
2024-05-18,Bitcoin,8176.28,39717072,324737794348
2024-05-18,Ethereum,4847.06,26555210,128714819419
2024-05-18,Litecoin,3283.72,33193816,108999120615
2024-05-18,Ripple,3867.39,13956492,53975175196
2024-05-18,Dash,4849.11,45925165,222696094222
2024-05-19,Bitcoin,11802.6,8276178,97680414671
2024-05-19,Ethereum,848.87,52457621,44529834408
2024-05-19,Litecoin,1685.08,83059453,139962004658
2024-05-19,Ripple,2154.49,25622713,55203994961
2024-05-19,Dash,3085.76,70970944,218999530034
2024-05-20,Bitcoin,8352.18,17594302,146950757691
2024-05-20,Ethereum,183.45,73903799,13557908280
2024-05-20,Litecoin,3319.06,47988457,159276387503
2024-05-20,Ripple,4220.87,80761345,340882963440
2024-05-20,Dash,2926.81,86958857,254512337380
2024-05-21,Bitcoin,10292.14,12080042,124329485773
2024-05-21,Ethereum,1348.82,6651599,8971816631
2024-05-21,Litecoin,2655.89,93723964,248920961437
2024-05-21,Ripple,196.81,13088881,2576072097
2024-05-21,Dash,2261.05,93453627,211303315395
2024-05-22,Bitcoin,15807.87,51216246,809619945687
2024-05-22,Ethereum,207.96,15685977,3262057919
2024-05-22,Litecoin,4933.15,96546751,476279792873
2024-05-22,Ripple,24.8,95229367,2361632174
2024-05-22,Dash,3195.64,86923911,277777160379
2024-05-23,Bitcoin,22737.05,52044007,1183327045361
2024-05-23,Ethereum,2444.28,67019561,163814842969
2024-05-23,Litecoin,698.34,3967385,2770593078
2024-05-23,Ripple,1539.72,70763396,108955738555
2024-05-23,Dash,1009.35,67669811,68302325715
2024-05-24,Bitcoin,48495.61,10296171,499319038427
2024-05-24,Ethereum,3363.04,44931272,151105813678
2024-05-24,Litecoin,4340.72,18537829,80467608406
2024-05-24,Ripple,3463.16,83973414,290813409167
2024-05-24,Dash,4723.08,68641555,324199323734
2024-05-25,Bitcoin,24858.79,62166877,1545393240517
2024-05-25,Ethereum,4344.54,57490365,249769076850
2024-05-25,Litecoin,152.03,93163921,14163921417
2024-05-25,Ripple,3447.66,67974825,234354412269
2024-05-25,Dash,1078.45,66229662,71425656300
2024-05-26,Bitcoin,19693.28,65472065,1289359761530
2024-05-26,Ethereum,533.05,66126685,35249126579
2024-05-26,Litecoin,4997.07,5772992,28848036793
2024-05-26,Ripple,4885.87,41283888,201707842668
2024-05-26,Dash,4353.78,78456163,341580886841
2024-05-27,Bitcoin,28350.86,74106472,2100981934052
2024-05-27,Ethereum,4392.59,41009892,180139638965
2024-05-27,Litecoin,1635.23,67091745,109710642742
2024-05-27,Ripple,4039.25,76466228,308866130641
2024-05-27,Dash,3989.09,44122748,176009545664
2024-05-28,Bitcoin,40891.73,12900696,527531784767
2024-05-28,Ethereum,2722.49,1570107,4274603301
2024-05-28,Litecoin,1623.0,37279692,60504816677
2024-05-28,Ripple,1980.92,69851253,138370013292
2024-05-28,Dash,1942.85,45420669,88245621035
2024-05-29,Bitcoin,11877.28,37951927,450765773788
2024-05-29,Ethereum,1136.43,8246396,9371414465
2024-05-29,Litecoin,3017.28,67153067,202619782248
2024-05-29,Ripple,3097.49,46885910,145228628140
2024-05-29,Dash,1898.99,86470031,164205804506
2024-05-30,Bitcoin,25954.14,48439006,1257192611779
2024-05-30,Ethereum,128.31,34783535,4462997620
2024-05-30,Litecoin,1901.04,40483455,76960670891
2024-05-30,Ripple,2900.9,53826652,156145941249
2024-05-30,Dash,3039.56,76723443,233205866643
2024-05-31,Bitcoin,40649.31,72094185,2930578542294
2024-05-31,Ethereum,4777.62,2805026,13401355024
2024-05-31,Litecoin,978.97,1748725,1711949557
2024-05-31,Ripple,3237.41,89905024,291059319077
2024-05-31,Dash,1217.49,92776420,112954097670
2024-06-01,Bitcoin,3013.46,93509167,281786459480
2024-06-01,Ethereum,1758.18,11040662,19411452087
2024-06-01,Litecoin,2429.41,26420880,64187156093
2024-06-01,Ripple,1424.44,31421707,44758210667
2024-06-01,Dash,4015.15,54376966,218331632373
2024-06-02,Bitcoin,15565.45,61423045,956077563824
2024-06-02,Ethereum,3580.78,27989776,100225279517
2024-06-02,Litecoin,2067.8,13066723,27019424579
2024-06-02,Ripple,905.83,68430668,61986458017
2024-06-02,Dash,907.27,52991175,48077493811
2024-06-03,Bitcoin,35452.34,11580815,410567029819
2024-06-03,Ethereum,2836.6,26399716,74885548518
2024-06-03,Litecoin,4814.64,48871019,235296269379
2024-06-03,Ripple,4029.98,55472428,223552893320
2024-06-03,Dash,217.16,63681986,13829073326
2024-06-04,Bitcoin,47570.17,60559570,2880829168581
2024-06-04,Ethereum,4095.96,88536440,362641926818
2024-06-04,Litecoin,1140.48,21992439,25081850172
2024-06-04,Ripple,3054.94,41691819,127366164395
2024-06-04,Dash,4199.32,90102289,378368572949
2024-06-05,Bitcoin,17671.13,24450185,432062492223
2024-06-05,Ethereum,3902.65,28205798,110077342253
2024-06-05,Litecoin,4113.09,42950087,176657545069
2024-06-05,Ripple,3337.78,10457996,34906518792
2024-06-05,Dash,3119.33,45725000,142631558616
2024-06-06,Bitcoin,29330.46,17633407,517196005283
2024-06-06,Ethereum,3684.4,86416911,318394036840
2024-06-06,Litecoin,1083.78,10475741,11353370570
2024-06-06,Ripple,118.29,64555179,7636268632
2024-06-06,Dash,3035.51,55123044,167326521706
2024-06-07,Bitcoin,11597.43,39699694,460414481445
2024-06-07,Ethereum,2972.42,50179919,149155906730
2024-06-07,Litecoin,4938.93,14507536,71651685240
2024-06-07,Ripple,3475.75,41027558,142601668442
2024-06-07,Dash,2141.06,72042179,154246285478
2024-06-08,Bitcoin,34621.84,99134343,3432213208599
2024-06-08,Ethereum,642.06,11306855,7259663766
2024-06-08,Litecoin,3621.72,58260305,211002607273
2024-06-08,Ripple,1370.88,8862518,12149411843
2024-06-08,Dash,428.38,89524897,38350915322
2024-06-09,Bitcoin,9593.45,33013785,316715994928
2024-06-09,Ethereum,1133.36,36144634,40964859048
2024-06-09,Litecoin,347.21,52386919,18189381239
2024-06-09,Ripple,338.16,80235294,27132050720
2024-06-09,Dash,1168.64,54461180,63645351569
2024-06-10,Bitcoin,44003.97,65436860,2879481366377
2024-06-10,Ethereum,2664.84,33109042,88230153851
2024-06-10,Litecoin,1665.08,67279209,112025013316
2024-06-10,Ripple,4970.7,66522080,330661128559
2024-06-10,Dash,2788.96,73334401,204526805615
2024-06-11,Bitcoin,23260.33,6954092,161754501318
2024-06-11,Ethereum,2811.53,95804903,269358153390
2024-06-11,Litecoin,876.6,69310484,60757375090
2024-06-11,Ripple,1004.75,54046941,54303574550
2024-06-11,Dash,483.47,45586723,22039930459
2024-06-12,Bitcoin,37808.19,35409581,1338772191809
2024-06-12,Ethereum,3324.59,79749546,265134713496
2024-06-12,Litecoin,4635.9,24229566,112325757780
2024-06-12,Ripple,1996.64,16089185,32124305305
2024-06-12,Dash,4962.42,92773096,460378904983
2024-06-13,Bitcoin,26997.9,84361296,2277578049595
2024-06-13,Ethereum,2604.84,62734983,163414454801
2024-06-13,Litecoin,445.71,75771772,33772482450
2024-06-13,Ripple,638.65,82780695,52868275782
2024-06-13,Dash,3910.16,71165725,278269530659
2024-06-14,Bitcoin,1808.12,31009707,56069129524
2024-06-14,Ethereum,1315.64,36653504,48222689566
2024-06-14,Litecoin,438.3,93758824,41094958708
2024-06-14,Ripple,2769.06,31246907,86524429112
2024-06-14,Dash,1984.97,45273052,89865553404
2024-06-15,Bitcoin,30029.76,52052263,1563116799085
2024-06-15,Ethereum,4596.97,50199385,230764961910
2024-06-15,Litecoin,4960.79,85291071,423111164404
2024-06-15,Ripple,1042.63,93128926,97099172626
2024-06-15,Dash,581.92,81927521,47675292005
2024-06-16,Bitcoin,19031.23,87919458,1673215123507
2024-06-16,Ethereum,4340.3,80786615,350637872349
2024-06-16,Litecoin,3950.17,31163235,123100174146
2024-06-16,Ripple,404.69,40895038,16549744238
2024-06-16,Dash,867.71,69800158,60565961454
2024-06-17,Bitcoin,17305.05,97585410,1688720564879
2024-06-17,Ethereum,3204.9,82425576,264165422042
2024-06-17,Litecoin,662.71,86339434,57218015742
2024-06-17,Ripple,4613.79,49219130,227086910604
2024-06-17,Dash,3031.3,76716170,232550038731
2024-06-18,Bitcoin,8742.01,50754042,443692535827
2024-06-18,Ethereum,1993.38,15491025,30879426628
2024-06-18,Litecoin,1837.74,7749059,14240719034
2024-06-18,Ripple,129.16,14381463,1857465901
2024-06-18,Dash,4815.58,55403424,266799579054
2024-06-19,Bitcoin,48291.11,43817290,2115985633753
2024-06-19,Ethereum,1559.15,51108044,79685081078
2024-06-19,Litecoin,2197.61,11460804,25186428393
2024-06-19,Ripple,3204.17,22387780,71734197087
2024-06-19,Dash,3097.98,65369908,202514525255
2024-06-20,Bitcoin,7601.33,7073613,53768849334
2024-06-20,Ethereum,3903.83,46520242,181607109361
2024-06-20,Litecoin,290.91,99491765,28943463981
2024-06-20,Ripple,289.0,69808488,20174445387
2024-06-20,Dash,4918.4,24678830,121380266695
2024-06-21,Bitcoin,7112.55,13017109,92584893433
2024-06-21,Ethereum,1516.45,11003535,16686260588
2024-06-21,Litecoin,3460.84,7166888,24803434745
2024-06-21,Ripple,2547.16,99672989,253883019420
2024-06-21,Dash,4069.87,61906724,251952317308
2024-06-22,Bitcoin,15312.75,62765688,961115311733
2024-06-22,Ethereum,2635.25,43182255,113796236806
2024-06-22,Litecoin,653.64,88773817,58026012541
2024-06-22,Ripple,2248.98,20267629,45581456376
2024-06-22,Dash,1838.86,41998846,77229996132
2024-06-23,Bitcoin,41376.91,73627824,3046491982784
2024-06-23,Ethereum,3846.55,2092095,8047343557
2024-06-23,Litecoin,2080.83,48653071,101238690717
2024-06-23,Ripple,96.06,26721508,2566853727
2024-06-23,Dash,3801.47,14573861,55402139855
2024-06-24,Bitcoin,26765.55,22304985,597005267935
2024-06-24,Ethereum,60.7,24878944,1510218126
2024-06-24,Litecoin,4879.37,80352174,392068083015
2024-06-24,Ripple,4797.89,49297550,236524088962
2024-06-24,Dash,548.77,55247989,30318440240
2024-06-25,Bitcoin,22718.92,84591351,1921824249551
2024-06-25,Ethereum,490.5,49335873,24199398220
2024-06-25,Litecoin,750.33,33142917,24868069008
2024-06-25,Ripple,3686.81,48125795,177430741021
2024-06-25,Dash,1879.5,40053152,75280052072
2024-06-26,Bitcoin,22972.39,78716638,1808309498819
2024-06-26,Ethereum,4460.43,95578134,426319980968
2024-06-26,Litecoin,3934.54,32225283,126791607026
2024-06-26,Ripple,3440.7,44322709,152501354893
2024-06-26,Dash,1273.43,84246286,107281549889
2024-06-27,Bitcoin,1921.41,90274437,173454531904
2024-06-27,Ethereum,2307.44,64082946,147867628711
2024-06-27,Litecoin,3296.8,89616656,295448521987
2024-06-27,Ripple,3183.38,61779425,196667678684
2024-06-27,Dash,333.35,52322394,17441855193
2024-06-28,Bitcoin,7508.54,74005943,555676215773
2024-06-28,Ethereum,2561.16,68342550,175036095134
2024-06-28,Litecoin,208.46,9394410,1958361777
2024-06-28,Ripple,3581.65,8136349,29141517165
2024-06-28,Dash,356.38,2198739,783578955
2024-06-29,Bitcoin,47825.07,74013328,3539692888409
2024-06-29,Ethereum,1766.32,30357023,53620268200
2024-06-29,Litecoin,1748.58,77690700,135848495035
2024-06-29,Ripple,3306.89,19334361,63936546188
2024-06-29,Dash,870.63,10741169,9351576360
2024-06-30,Bitcoin,33015.17,76672894,2531368611808
2024-06-30,Ethereum,1325.31,3073551,4073394654
2024-06-30,Litecoin,410.95,96818143,39787427690
2024-06-30,Ripple,1477.29,77153092,113977825812
2024-06-30,Dash,3123.36,38812024,121223744905
2024-07-01,Bitcoin,10284.44,13017255,133875215181
2024-07-01,Ethereum,3075.1,77688744,238900916940
2024-07-01,Litecoin,3219.56,53499911,172246007011
2024-07-01,Ripple,209.85,96880389,20330535835
2024-07-01,Dash,3993.59,29989382,119765327191
2024-07-02,Bitcoin,48998.52,60586277,2968637830993
2024-07-02,Ethereum,2912.16,75059245,218584158595
2024-07-02,Litecoin,4058.87,65991382,267850293577
2024-07-02,Ripple,640.57,34488483,22092146980
2024-07-02,Dash,4640.43,23236946,107829312297
2024-07-03,Bitcoin,18608.41,43775611,814594699161
2024-07-03,Ethereum,2197.08,61681019,135518194666
2024-07-03,Litecoin,4715.38,24828578,117076303544
2024-07-03,Ripple,607.59,20549578,12485815626
2024-07-03,Dash,4434.64,64935270,287964275589
2024-07-04,Bitcoin,14295.41,81778747,1169060788301
2024-07-04,Ethereum,4306.86,84804920,365243241788
2024-07-04,Litecoin,4594.64,25971861,119331371554
2024-07-04,Ripple,3775.23,46593410,175901032978
2024-07-04,Dash,4210.01,73120577,307838255582
2024-07-05,Bitcoin,38822.39,65960022,2560726004500
2024-07-05,Ethereum,887.23,54957665,48759875003
2024-07-05,Litecoin,4923.35,93801419,461817235817
2024-07-05,Ripple,215.96,17316667,3739782881
2024-07-05,Dash,658.73,72872011,48003030466
2024-07-06,Bitcoin,40889.28,22137625,905191662349
2024-07-06,Ethereum,2529.31,84229600,213043011540
2024-07-06,Litecoin,3664.03,54681483,200354838403
2024-07-06,Ripple,2951.78,51327694,151508031125
2024-07-06,Dash,1487.81,56937177,84711844191
2024-07-07,Bitcoin,34444.3,87458969,3012462623446
2024-07-07,Ethereum,3181.49,76351032,242910285130
2024-07-07,Litecoin,800.44,46694190,37375998632
2024-07-07,Ripple,46.76,25421208,1188623622
2024-07-07,Dash,3632.34,99189185,360288441150
2024-07-08,Bitcoin,4959.0,40747937,202068819692
2024-07-08,Ethereum,4000.37,21199528,84806057668
2024-07-08,Litecoin,2775.47,73574058,204202535547
2024-07-08,Ripple,3079.97,19614449,60411828377
2024-07-08,Dash,1776.99,78595387,139663004331
2024-07-09,Bitcoin,27711.37,1517732,42058426260
2024-07-09,Ethereum,3804.98,4495824,17106510597
2024-07-09,Litecoin,3728.69,21045575,78472518092
2024-07-09,Ripple,4790.37,37426134,179285090974
2024-07-09,Dash,1634.73,15739917,25730441905
2024-07-10,Bitcoin,15280.28,87788425,1341431739986
2024-07-10,Ethereum,4981.67,37462644,186626604320
2024-07-10,Litecoin,2243.11,72485023,162591755997
2024-07-10,Ripple,4430.99,59711389,264580584803
2024-07-10,Dash,1957.69,41849562,81928441818
2024-07-11,Bitcoin,34780.94,1318608,45862426149
2024-07-11,Ethereum,3097.98,36193808,112127864550
2024-07-11,Litecoin,3971.01,10206073,40528391101
2024-07-11,Ripple,2941.05,48616316,142983138709
2024-07-11,Dash,3211.66,7420506,23832167038
2024-07-12,Bitcoin,28999.23,56586974,1640978757757
2024-07-12,Ethereum,2803.34,60745279,170289938060
2024-07-12,Litecoin,3382.37,80693911,272936828204
2024-07-12,Ripple,1349.18,82679892,111549776583
2024-07-12,Dash,2491.33,8628770,21497100450
2024-07-13,Bitcoin,2927.64,34089594,99802078359
2024-07-13,Ethereum,3924.51,71060413,278877043503
2024-07-13,Litecoin,3943.1,52209637,205867607200
2024-07-13,Ripple,2201.05,15597800,34331553135
2024-07-13,Dash,1641.03,43967917,72152712962
2024-07-14,Bitcoin,4430.11,22840583,101186356497
2024-07-14,Ethereum,2991.17,73830648,220839772809
2024-07-14,Litecoin,4991.74,93378220,466119582224
2024-07-14,Ripple,3212.86,42703557,137200625384
2024-07-14,Dash,3180.92,78779510,250591572105
2024-07-15,Bitcoin,5916.9,41580584,246028062829
2024-07-15,Ethereum,4199.03,38999462,163759812407
2024-07-15,Litecoin,2859.4,59189167,169245750089
2024-07-15,Ripple,922.46,36861309,34003186722
2024-07-15,Dash,1672.62,3593474,6010527478
2024-07-16,Bitcoin,1209.69,83338007,100812802009
2024-07-16,Ethereum,1365.43,52289798,71397888370
2024-07-16,Litecoin,1493.7,94127245,140597677566
2024-07-16,Ripple,1296.56,43536024,56446974911
2024-07-16,Dash,4363.66,84351423,368081266646
2024-07-17,Bitcoin,9305.15,80461688,748708256648
2024-07-17,Ethereum,2290.99,48813918,111832131162
2024-07-17,Litecoin,667.49,8979550,5993728435
2024-07-17,Ripple,3639.72,50149654,182530886566
2024-07-17,Dash,2184.31,73221315,159938037180
2024-07-18,Bitcoin,38275.67,16731909,640424985216
2024-07-18,Ethereum,3051.16,14400054,43936937245
2024-07-18,Litecoin,3756.9,66038560,248100287157
2024-07-18,Ripple,4783.08,7826844,37436399173
2024-07-18,Dash,285.37,28936520,8257554067
2024-07-19,Bitcoin,13085.36,25450901,333034152835
2024-07-19,Ethereum,4531.28,25705074,116476945275
2024-07-19,Litecoin,1359.82,76180428,103591778945
2024-07-19,Ripple,2248.75,77894345,175165238767
2024-07-19,Dash,326.92,49269548,16107410144
2024-07-20,Bitcoin,1680.78,7202667,12106074734
2024-07-20,Ethereum,4532.2,14785292,67009849297
2024-07-20,Litecoin,2662.15,41698465,111007574748
2024-07-20,Ripple,1736.78,90083501,156455394139
2024-07-20,Dash,109.21,66715179,7286285027
2024-07-21,Bitcoin,48169.73,56456650,2719501333718
2024-07-21,Ethereum,4684.12,6173530,28917547104
2024-07-21,Litecoin,2094.02,26755621,56026932306
2024-07-21,Ripple,3654.13,98148412,358647227646
2024-07-21,Dash,1282.72,65763286,84356188041
2024-07-22,Bitcoin,9904.96,56967695,564262846424
2024-07-22,Ethereum,2319.72,97228528,225542575116
2024-07-22,Litecoin,3042.68,35601131,108322688952
2024-07-22,Ripple,570.57,15973436,9113923708
2024-07-22,Dash,1126.66,25845699,29119370511
2024-07-23,Bitcoin,42530.82,56561056,2405587970734
2024-07-23,Ethereum,2617.0,12362118,32351691047
2024-07-23,Litecoin,4300.71,72558616,312053743463
2024-07-23,Ripple,338.44,71075675,24054498974
2024-07-23,Dash,2717.74,9090809,24706426173
2024-07-24,Bitcoin,22915.09,48984932,1122493951311
2024-07-24,Ethereum,828.96,94624117,78439240834
2024-07-24,Litecoin,4249.89,67233211,285733877823
2024-07-24,Ripple,2311.53,41764789,96540627630
2024-07-24,Dash,3254.9,54997755,179012316089
2024-07-25,Bitcoin,3113.75,51737762,161098408856
2024-07-25,Ethereum,4032.04,46464748,187347603370
2024-07-25,Litecoin,259.88,78841542,20489157910
2024-07-25,Ripple,1006.9,26603463,26786993938
2024-07-25,Dash,823.62,33691291,27748662975
2024-07-26,Bitcoin,37837.6,52419200,1983416704878
2024-07-26,Ethereum,1024.49,87905178,90057613601
2024-07-26,Litecoin,4397.92,87187264,383442727229
2024-07-26,Ripple,1194.06,45672695,54535809359
2024-07-26,Dash,4924.95,77429235,381335094775
2024-07-27,Bitcoin,1358.47,7455255,10127727286
2024-07-27,Ethereum,2319.71,91012800,211123347851
2024-07-27,Litecoin,2693.56,50283438,135441212651
2024-07-27,Ripple,527.46,66021230,34823422986
2024-07-27,Dash,4110.53,38661581,158919726391
2024-07-28,Bitcoin,38780.61,96483189,3741677394911
2024-07-28,Ethereum,1018.91,52809633,53808364999
2024-07-28,Litecoin,1435.76,79492587,114132362990
2024-07-28,Ripple,2888.01,63823659,184323307052
2024-07-28,Dash,3989.59,40201077,160385854434
2024-07-29,Bitcoin,45754.51,53769858,2460213601806
2024-07-29,Ethereum,789.86,69894013,55206367357
2024-07-29,Litecoin,3966.33,32359406,128347999626
2024-07-29,Ripple,4285.91,90708182,388767156704
